6,8,9,1,4,3,5,7,2,
2,4,5,9,7,6,1,8,3,
3,1,7,5,8,2,4,9,6,
4,3,1,2,9,7,6,5,8,
5,7,8,4,6,1,2,3,9,
9,6,2,8,3,5,7,4,1,
7,9,4,6,1,8,3,2,5,
8,2,6,3,5,4,9,1,7,
1,5,3,7,2,9,8,6,4,
