-,1700,2000,-,4100,1500,0800,3800,1900,1500
0012,0,0,0039,0,0,0,0,0,0
0009,0,0,0821,0,0,0,0,0,0
-,0930,0,0,0,0,0,0,0,1100
0025,0,0,0,0,0,4206,0,0,0
0017,0,0,2226,0,0,0,0,0,0
-,1100,2103,0,0,1715,0,0,2200,0300
0025,0,0,0,0,0,0,0707,0,0
0008,0,0,0,0619,0,0,0,0,0
-,1341,0,0,0,0,0,0,0,1100
0034,0,0,0,0,0,0,0013,0,0
0022,0,0,0,0,0,0,0004,0,0
